Case ID;Activity;Creation Date;;Time Stamp
R500255000003536414704;Create TO High Rack;17/07/2013;10:00:00;17/07/2013 10:00
R500255000003536414704;Create TO Picking Rack;24/07/2013;13:00:00;24/07/2013 13:00
R500255000003536414704;Good Issue;24/07/2013;15:00:00;24/07/2013 15:00
R500255000003536414705;Good Receipt;16/07/2013;08:00:00;16/07/2013 08:00
R500255000003536414705;Quality Inspection;17/07/2013;09:00:00;17/07/2013 09:00
R500255000003536414705;Create TO High Rack;17/07/2013;10:00:00;17/07/2013 10:00
R500255000003536414705;Create TO Picking Rack;23/07/2013;13:00:00;23/07/2013 13:00
R500255000003536414705;Good Issue;25/07/2013;15:00:00;25/07/2013 15:00
R500255000003536414706;Good Receipt;16/07/2013;08:00:00;16/07/2013 08:00
R500255000003536414706;Quality Inspection;17/07/2013;09:00:00;17/07/2013 09:00
R500255000003536414706;Create TO High Rack;17/07/2013;10:00:00;17/07/2013 10:00
R500255000003536414706;Create TO Picking Rack;24/07/2013;13:00:00;24/07/2013 13:00
R500255000003536414706;Good Issue;25/07/2013;15:00:00;25/07/2013 15:00
R500255000003536414707;Good Receipt;16/07/2013;08:00:00;16/07/2013 08:00
R500255000003536414707;Quality Inspection;17/07/2013;09:00:00;17/07/2013 09:00
R500255000003536414707;Create TO High Rack;17/07/2013;10:00:00;17/07/2013 10:00
R500255000003536414707;Create TO Picking Rack;23/07/2013;13:00:00;23/07/2013 13:00
R500255000003536414707;Good Issue;25/07/2013;15:00:00;25/07/2013 15:00
R500255000003536414708;Good Receipt;16/07/2013;08:00:00;16/07/2013 08:00
R500255000003536414708;Quality Inspection;17/07/2013;09:00:00;17/07/2013 09:00
R500255000003536414708;Create TO High Rack;17/07/2013;10:00:00;17/07/2013 10:00
R500255000003536414708;Create TO Picking Rack;24/07/2013;13:00:00;24/07/2013 13:00
R500255000003536414708;Good Issue;26/07/2013;15:00:00;26/07/2013 15:00
R500255000003536414709;Good Receipt;16/07/2013;08:00:00;16/07/2013 08:00
R500255000003536414709;Create TO High Rack;17/07/2013;10:00:00;17/07/2013 10:00
R500255000003536414709;Create TO Picking Rack;26/07/2013;13:00:00;26/07/2013 13:00
R500255000003536414709;Good Issue;26/07/2013;15:00:00;26/07/2013 15:00
R5002550000035364147010;Good Receipt;16/07/2013;08:00:00;16/07/2013 08:00
R5002550000035364147010;Create TO High Rack;17/07/2013;10:00:00;17/07/2013 10:00
R5002550000035364147010;Create TO Picking Rack;26/07/2013;13:00:00;26/07/2013 13:00
R5002550000035364147010;Good Issue;26/07/2013;15:00:00;26/07/2013 15:00
R5002550000035364147012;Good Receipt;16/07/2013;08:00:00;16/07/2013 08:00
R5002550000035364147012;Create TO High Rack;17/07/2013;10:00:00;17/07/2013 10:00
R5002550000035364147012;Create TO Picking Rack;26/07/2013;13:00:00;26/07/2013 13:00
R5002550000035364147012;Good Issue;27/07/2013;15:00:00;27/07/2013 15:00
R5002550000035364147013;Good Receipt;16/07/2013;08:00:00;16/07/2013 08:00
R5002550000035364147013;Create TO High Rack;17/07/2013;10:00:00;17/07/2013 10:00
R5002550000035364147013;Create TO Picking Rack;26/07/2013;13:00:00;26/07/2013 13:00
R5002550000035364147013;Good Issue;29/07/2013;15:00:00;29/07/2013 15:00
R5002550000035364147014;Good Receipt;16/07/2013;08:00:00;16/07/2013 08:00
R5002550000035364147014;Create TO High Rack;17/07/2013;10:00:00;17/07/2013 10:00
R5002550000035364147014;Create TO Picking Rack;26/07/2013;13:00:00;26/07/2013 13:00
R5002550000035364147014;Good Issue;29/07/2013;15:00:00;29/07/2013 15:00
R5002550000035364147015;Good Receipt;16/07/2013;08:00:00;16/07/2013 08:00
R5002550000035364147015;Create TO High Rack;17/07/2013;10:00:00;17/07/2013 10:00
R5002550000035364147015;Create TO Picking Rack;26/07/2013;13:00:00;26/07/2013 13:00
R5002550000035364147015;Good Issue;29/07/2013;15:00:00;29/07/2013 15:00
R5002550000035364147016;Good Receipt;16/07/2013;08:00:00;16/07/2013 08:00
R5002550000035364147016;Create TO High Rack;17/07/2013;10:00:00;17/07/2013 10:00
R5002550000035364147016;Create TO Picking Rack;26/07/2013;13:00:00;26/07/2013 13:00
R5002550000035364147016;Good Issue;29/07/2013;15:00:00;29/07/2013 15:00
R5002550000035364147017;Good Receipt;16/07/2013;08:00:00;16/07/2013 08:00
R5002550000035364147017;Create TO High Rack;17/07/2013;10:00:00;17/07/2013 10:00
R5002550000035364147017;Create TO Picking Rack;26/07/2013;13:00:00;26/07/2013 13:00
R5002550000035364147017;Good Issue;29/07/2013;15:00:00;29/07/2013 15:00
R5002550000035364147018;Good Receipt;16/07/2013;08:00:00;16/07/2013 08:00
R5002550000035364147018;Create TO High Rack;17/07/2013;10:00:00;17/07/2013 10:00
R5002550000035364147018;Create TO Picking Rack;26/07/2013;13:00:00;26/07/2013 13:00
R5002550000035364147018;Good Issue;29/07/2013;15:00:00;29/07/2013 15:00
R5002550000035364147019;Good Receipt;16/07/2013;08:00:00;16/07/2013 08:00
R5002550000035364147019;Create TO High Rack;17/07/2013;10:00:00;17/07/2013 10:00
R5002550000035364147019;Create TO Picking Rack;26/07/2013;13:00:00;26/07/2013 13:00
R5002550000035364147019;Good Issue;29/07/2013;15:00:00;29/07/2013 15:00
R5002550000035364147020;Good Receipt;16/07/2013;08:00:00;16/07/2013 08:00
R5002550000035364147020;Create TO High Rack;17/07/2013;10:00:00;17/07/2013 10:00
R5002550000035364147020;Create TO Picking Rack;26/07/2013;13:00:00;26/07/2013 13:00
R5002550000035364147020;Good Issue;30/07/2013;15:00:00;30/07/2013 15:00
R5002550000035364147021;Good Receipt;16/07/2013;08:00:00;16/07/2013 08:00
R5002550000035364147021;Create TO High Rack;17/07/2013;10:00:00;17/07/2013 10:00
R5002550000035364147021;Create TO Picking Rack;26/07/2013;13:00:00;26/07/2013 13:00
R5002550000035364147021;Good Issue;30/07/2013;15:00:00;30/07/2013 15:00
R5002550000035364147022;Good Receipt;16/07/2013;08:00:00;16/07/2013 08:00
R5002550000035364147022;Create TO High Rack;17/07/2013;10:00:00;17/07/2013 10:00
R5002550000035364147022;Create TO Picking Rack;26/07/2013;13:00:00;26/07/2013 13:00
R5002550000035364147022;Good Issue;30/07/2013;15:00:00;30/07/2013 15:00
R5002550000035364147023;Good Receipt;16/07/2013;08:00:00;16/07/2013 08:00
R5002550000035364147023;Create TO High Rack;17/07/2013;10:00:00;17/07/2013 10:00
R5002550000035364147023;Create TO Picking Rack;26/07/2013;13:00:00;26/07/2013 13:00
R5002550000035364147023;Good Issue;31/07/2013;15:00:00;31/07/2013 15:00
R5002550000035364147024;Good Receipt;16/07/2013;08:00:00;16/07/2013 08:00
R5002550000035364147024;Create TO High Rack;17/07/2013;10:00:00;17/07/2013 10:00
R5002550000035364147024;Create TO Picking Rack;26/07/2013;13:00:00;26/07/2013 13:00
R5002550000035364147024;Good Issue;31/07/2013;15:00:00;31/07/2013 15:00
R5002550000035364147026;Good Receipt;16/07/2013;08:00:00;16/07/2013 08:00
R5002550000035364147026;Good Issue;31/07/2013;15:00:00;31/07/2013 15:00
R5002550000035364147026;Quality Inspection;17/07/2013;09:00:00;17/07/2013 09:00
R5002550000035364147026;Create TO Antar High Rack;31/07/2013;10:30:00;31/07/2013 10:30
R5002550000035364147026;Create TO Picking Rack;31/07/2013;13:00:00;31/07/2013 13:00
R5002550000035364147027;Good Receipt;16/07/2013;08:00:00;16/07/2013 08:00
R5002550000035364147027;Good Issue;01/08/2013;15:00:00;01/08/2013 15:00
R5002550000035364147027;Quality Inspection;17/07/2013;09:00:00;17/07/2013 09:00
R5002550000035364147027;Create TO Antar High Rack;31/07/2013;10:30:00;31/07/2013 10:30
R5002550000035364147027;Create TO Picking Rack;31/07/2013;13:00:00;31/07/2013 13:00
R5002550000035364147028;Good Receipt;16/07/2013;08:00:00;16/07/2013 08:00
R5002550000035364147028;Good Issue;01/08/2013;15:00:00;01/08/2013 15:00
R5002550000035364147028;Quality Inspection;17/07/2013;09:00:00;17/07/2013 09:00
R5002550000035364147028;Create TO Antar High Rack;31/07/2013;10:30:00;31/07/2013 10:30
R5002550000035364147028;Create TO Picking Rack;31/07/2013;13:00:00;31/07/2013 13:00
R5002550000035364147029;Good Receipt;16/07/2013;08:00:00;16/07/2013 08:00
R5002550000035364147029;Good Issue;01/08/2013;15:00:00;01/08/2013 15:00
R5002550000035364147029;Quality Inspection;17/07/2013;09:00:00;17/07/2013 09:00
R5002550000035364147029;Create TO Antar High Rack;31/07/2013;10:30:00;31/07/2013 10:30
R5002550000035364147029;Create TO Picking Rack;31/07/2013;13:00:00;31/07/2013 13:00
R5002550000035364147030;Good Receipt;16/07/2013;08:00:00;16/07/2013 08:00
R5002550000035364147030;Good Issue;01/08/2013;15:00:00;01/08/2013 15:00
R5002550000035364147030;Quality Inspection;17/07/2013;09:00:00;17/07/2013 09:00
R5002550000035364147030;Create TO Antar High Rack;31/07/2013;10:30:00;31/07/2013 10:30
R5002550000035364147030;Create TO Picking Rack;31/07/2013;13:00:00;31/07/2013 13:00
R5002550000035364147031;Good Receipt;16/07/2013;08:00:00;16/07/2013 08:00
R5002550000035364147031;Good Issue;01/08/2013;15:00:00;01/08/2013 15:00
R5002550000035364147031;Quality Inspection;17/07/2013;09:00:00;17/07/2013 09:00
R5002550000035364147031;Create TO Antar High Rack;31/07/2013;10:30:00;31/07/2013 10:30
R5002550000035364147031;Create TO Picking Rack;31/07/2013;13:00:00;31/07/2013 13:00
R5002550000035364147032;Good Receipt;16/07/2013;08:00:00;16/07/2013 08:00
R5002550000035364147032;Good Issue;01/08/2013;15:00:00;01/08/2013 15:00
R5002550000035364147032;Quality Inspection;17/07/2013;09:00:00;17/07/2013 09:00
R5002550000035364147032;Create TO Antar High Rack;31/07/2013;10:30:00;31/07/2013 10:30
R5002550000035364147032;Create TO Picking Rack;31/07/2013;13:00:00;31/07/2013 13:00
R5002550000035364147033;Good Receipt;16/07/2013;08:00:00;16/07/2013 08:00
R5002550000035364147033;Good Issue;01/08/2013;15:00:00;01/08/2013 15:00
R5002550000035364147033;Quality Inspection;17/07/2013;09:00:00;17/07/2013 09:00
R5002550000035364147033;Create TO Antar High Rack;31/07/2013;10:30:00;31/07/2013 10:30
R5002550000035364147033;Create TO Picking Rack;31/07/2013;13:00:00;31/07/2013 13:00
R5002550000035364147034;Good Receipt;16/07/2013;08:00:00;16/07/2013 08:00
R5002550000035364147034;Good Issue;01/08/2013;15:00:00;01/08/2013 15:00
R5002550000035364147034;Quality Inspection;17/07/2013;09:00:00;17/07/2013 09:00
R5002550000035364147034;Create TO Antar High Rack;31/07/2013;10:30:00;31/07/2013 10:30
R5002550000035364147034;Create TO Picking Rack;31/07/2013;13:00:00;31/07/2013 13:00
R5002550000035364147035;Good Receipt;16/07/2013;08:00:00;16/07/2013 08:00
R5002550000035364147035;Good Issue;01/08/2013;15:00:00;01/08/2013 15:00
R5002550000035364147035;Quality Inspection;17/07/2013;09:00:00;17/07/2013 09:00
R5002550000035364147035;Create TO Antar High Rack;31/07/2013;10:30:00;31/07/2013 10:30
R5002550000035364147035;Create TO Picking Rack;31/07/2013;13:00:00;31/07/2013 13:00
R5002550000035364147036;Good Receipt;16/07/2013;08:00:00;16/07/2013 08:00
R5002550000035364147036;Good Issue;01/08/2013;15:00:00;01/08/2013 15:00
R5002550000035364147036;Quality Inspection;17/07/2013;09:00:00;17/07/2013 09:00
R5002550000035364147036;Create TO Antar High Rack;31/07/2013;10:30:00;31/07/2013 10:30
R5002550000035364147036;Create TO Picking Rack;31/07/2013;13:00:00;31/07/2013 13:00
R5002550000035364147037;Good Receipt;16/07/2013;08:00:00;16/07/2013 08:00
R5002550000035364147037;Good Issue;02/08/2013;15:00:00;02/08/2013 15:00
R5002550000035364147037;Quality Inspection;17/07/2013;09:00:00;17/07/2013 09:00
R5002550000035364147037;Create TO Antar High Rack;31/07/2013;10:30:00;31/07/2013 10:30
R5002550000035364147037;Create TO Picking Rack;31/07/2013;13:00:00;31/07/2013 13:00
R5002550000035364147038;Good Receipt;16/07/2013;08:00:00;16/07/2013 08:00
R5002550000035364147038;Good Issue;02/08/2013;15:00:00;02/08/2013 15:00
R5002550000035364147038;Quality Inspection;17/07/2013;09:00:00;17/07/2013 09:00
R5002550000035364147038;Create TO Antar High Rack;31/07/2013;10:30:00;31/07/2013 10:30
R5002550000035364147038;Create TO Picking Rack;31/07/2013;13:00:00;31/07/2013 13:00
R5002550000035364147039;Good Receipt;16/07/2013;08:00:00;16/07/2013 08:00
R5002550000035364147039;Good Issue;02/08/2013;15:00:00;02/08/2013 15:00
R5002550000035364147039;Quality Inspection;17/07/2013;09:00:00;17/07/2013 09:00
R5002550000035364147039;Create TO Antar High Rack;31/07/2013;10:30:00;31/07/2013 10:30
R5002550000035364147039;Create TO Picking Rack;31/07/2013;13:00:00;31/07/2013 13:00
R5002550000035364147040;Good Receipt;16/07/2013;08:00:00;16/07/2013 08:00
R5002550000035364147040;Good Issue;02/08/2013;15:00:00;02/08/2013 15:00
R5002550000035364147040;Quality Inspection;17/07/2013;09:00:00;17/07/2013 09:00
R5002550000035364147040;Create TO Antar High Rack;31/07/2013;10:30:00;31/07/2013 10:30
R5002550000035364147040;Create TO Picking Rack;31/07/2013;13:00:00;31/07/2013 13:00
R5002550000035364147041;Good Receipt;16/07/2013;08:00:00;16/07/2013 08:00
R5002550000035364147041;Good Issue;02/08/2013;15:00:00;02/08/2013 15:00
R5002550000035364147041;Quality Inspection;17/07/2013;09:00:00;17/07/2013 09:00
R5002550000035364147041;Create TO Antar High Rack;31/07/2013;10:30:00;31/07/2013 10:30
R5002550000035364147041;Create TO Picking Rack;31/07/2013;13:00:00;31/07/2013 13:00
R5002550000035364147042;Good Receipt;16/07/2013;08:00:00;16/07/2013 08:00
R5002550000035364147042;Good Issue;03/08/2013;15:00:00;03/08/2013 15:00
R5002550000035364147042;Quality Inspection;17/07/2013;09:00:00;17/07/2013 09:00
R5002550000035364147042;Create TO Antar High Rack;31/07/2013;10:30:00;31/07/2013 10:30
R5002550000035364147042;Create TO Picking Rack;31/07/2013;13:00:00;31/07/2013 13:00
R5002550000035364147043;Good Receipt;16/07/2013;08:00:00;16/07/2013 08:00
R5002550000035364147043;Good Issue;03/08/2013;15:00:00;03/08/2013 15:00
R5002550000035364147043;Quality Inspection;17/07/2013;09:00:00;17/07/2013 09:00
R5002550000035364147043;Create TO Antar High Rack;31/07/2013;10:30:00;31/07/2013 10:30
R5002550000035364147043;Create TO Picking Rack;31/07/2013;13:00:00;31/07/2013 13:00
R5002550000035364147044;Good Receipt;16/07/2013;08:00:00;16/07/2013 08:00
R5002550000035364147044;Good Issue;03/08/2013;15:00:00;03/08/2013 15:00
R5002550000035364147044;Quality Inspection;17/07/2013;09:00:00;17/07/2013 09:00
R5002550000035364147044;Create TO Antar High Rack;31/07/2013;10:30:00;31/07/2013 10:30
R5002550000035364147044;Create TO Picking Rack;31/07/2013;13:00:00;31/07/2013 13:00
R5002550000035364147045;Good Receipt;16/07/2013;08:00:00;16/07/2013 08:00
R5002550000035364147045;Good Issue;03/08/2013;15:00:00;03/08/2013 15:00
R5002550000035364147045;Quality Inspection;17/07/2013;09:00:00;17/07/2013 09:00
R5002550000035364147045;Create TO Antar High Rack;31/07/2013;10:30:00;31/07/2013 10:30
R5002550000035364147045;Create TO Picking Rack;31/07/2013;13:00:00;31/07/2013 13:00
R5002550000035364147046;Good Receipt;16/07/2013;08:00:00;16/07/2013 08:00
R5002550000035364147046;Good Issue;06/08/2013;15:00:00;06/08/2013 15:00
R5002550000035364147046;Quality Inspection;17/07/2013;09:00:00;17/07/2013 09:00
R5002550000035364147046;Create TO Antar High Rack;31/07/2013;10:30:00;31/07/2013 10:30
R5002550000035364147046;Create TO Picking Rack;31/07/2013;13:00:00;31/07/2013 13:00
R5002550000035364147047;Good Receipt;16/07/2013;08:00:00;16/07/2013 08:00
R5002550000035364147047;Good Issue;07/09/2013;15:00:00;07/09/2013 15:00
R5002550000035364147047;Quality Inspection;17/07/2013;09:00:00;17/07/2013 09:00
R5002550000035364147047;Create TO Antar High Rack;31/07/2013;10:30:00;31/07/2013 10:30
R5002550000035364147047;Create TO Picking Rack;31/07/2013;13:00:00;31/07/2013 13:00
R5002550000035364147048;Good Receipt;16/07/2013;08:00:00;16/07/2013 08:00
R5002550000035364147048;Good Issue;09/09/2013;15:00:00;09/09/2013 15:00
R5002550000035364147048;Quality Inspection;17/07/2013;09:00:00;17/07/2013 09:00
R5002550000035364147048;Create TO Antar High Rack;31/07/2013;10:30:00;31/07/2013 10:30
R5002550000035364147048;Create TO Picking Rack;31/07/2013;13:00:00;31/07/2013 13:00
R5002550000035364147049;Good Receipt;16/07/2013;08:00:00;16/07/2013 08:00
R5002550000035364147049;Good Issue;10/09/2013;15:00:00;10/09/2013 15:00
R5002550000035364147049;Quality Inspection;17/07/2013;09:00:00;17/07/2013 09:00
R5002550000035364147049;Create TO Antar High Rack;31/07/2013;10:30:00;31/07/2013 10:30
R5002550000035364147049;Create TO Picking Rack;31/07/2013;13:00:00;31/07/2013 13:00
R5002550000035364147050;Good Receipt;16/07/2013;08:00:00;16/07/2013 08:00
R5002550000035364147050;Good Issue;06/11/2013;15:00:00;06/11/2013 15:00
R5002550000035364147050;Quality Inspection;17/07/2013;09:00:00;17/07/2013 09:00
R5002550000035364147050;Create TO Antar High Rack;31/07/2013;10:30:00;31/07/2013 10:30
R5002550000035364147050;Create TO Picking Rack;31/07/2013;13:00:00;31/07/2013 13:00
R5002550000035364147051;Good Receipt;16/07/2013;08:00:00;16/07/2013 08:00
R5002550000035364147051;Good Issue;06/11/2013;15:00:00;06/11/2013 15:00
R5002550000035364147051;Quality Inspection;17/07/2013;09:00:00;17/07/2013 09:00
R5002550000035364147051;Create TO Antar High Rack;31/07/2013;10:30:00;31/07/2013 10:30
R5002550000035364147051;Create TO Picking Rack;31/07/2013;13:00:00;31/07/2013 13:00
R500255000003738414171;Quality Inspection;05/06/2013;09:00:00;05/06/2013 09:00
R500255000003738414171;Create TO High Rack;07/06/2013;10:00:00;07/06/2013 10:00
R500255000003738414171;Create TO Picking Rack;07/06/2013;13:00:00;07/06/2013 13:00
R500255000003738414171;Good Issue;08/06/2013;15:00:00;08/06/2013 15:00
R500255000003738414171;Good Receipt;23/05/2013;08:00:00;23/05/2013 08:00
R500255000003738414172;Quality Inspection;05/06/2013;09:00:00;05/06/2013 09:00
R500255000003738414172;Create TO High Rack;07/06/2013;10:00:00;07/06/2013 10:00
R500255000003738414172;Create TO Picking Rack;08/06/2013;13:00:00;08/06/2013 13:00
R500255000003738414172;Good Issue;10/06/2013;15:00:00;10/06/2013 15:00
R500255000003738414172;Good Receipt;23/05/2013;08:00:00;23/05/2013 08:00
R500255000003738414173;Quality Inspection;05/06/2013;09:00:00;05/06/2013 09:00
R500255000003738414173;Create TO High Rack;07/06/2013;10:00:00;07/06/2013 10:00
R500255000003738414173;Create TO Picking Rack;09/06/2013;13:00:00;09/06/2013 13:00
R500255000003738414173;Good Issue;10/06/2013;15:00:00;10/06/2013 15:00
R500255000003738414173;Good Receipt;23/05/2013;08:00:00;23/05/2013 08:00
R500255000003738414174;Quality Inspection;05/06/2013;09:00:00;05/06/2013 09:00
R500255000003738414174;Create TO High Rack;07/06/2013;10:00:00;07/06/2013 10:00
R500255000003738414174;Create TO Picking Rack;10/06/2013;13:00:00;10/06/2013 13:00
R500255000003738414174;Good Issue;10/06/2013;15:00:00;10/06/2013 15:00
R500255000003738414174;Good Receipt;23/05/2013;08:00:00;23/05/2013 08:00
R500255000003738414175;Quality Inspection;05/06/2013;09:00:00;05/06/2013 09:00
R500255000003738414175;Create TO High Rack;07/06/2013;10:00:00;07/06/2013 10:00
R500255000003738414175;Create TO Picking Rack;10/06/2013;13:00:00;10/06/2013 13:00
R500255000003738414175;Good Issue;10/06/2013;15:00:00;10/06/2013 15:00
R500255000003738414175;Good Receipt;23/05/2013;08:00:00;23/05/2013 08:00
R500255000003738414176;Quality Inspection;05/06/2013;09:00:00;05/06/2013 09:00
R500255000003738414176;Create TO High Rack;07/06/2013;10:00:00;07/06/2013 10:00
R500255000003738414176;Create TO Picking Rack;11/06/2013;13:00:00;11/06/2013 13:00
R500255000003738414176;Good Issue;11/06/2013;15:00:00;11/06/2013 15:00
R500255000003738414176;Good Receipt;23/05/2013;08:00:00;23/05/2013 08:00
R500255000003738414178;Quality Inspection;05/06/2013;09:00:00;05/06/2013 09:00
R500255000003738414178;Create TO High Rack;07/06/2013;10:00:00;07/06/2013 10:00
R500255000003738414178;Good Issue;26/06/2013;15:00:00;26/06/2013 15:00
R500255000003738414178;Good Receipt;23/05/2013;08:00:00;23/05/2013 08:00
R500255000003738414179;Quality Inspection;05/06/2013;09:00:00;05/06/2013 09:00
R500255000003738414179;Create TO High Rack;07/06/2013;10:00:00;07/06/2013 10:00
R500255000003738414179;Good Receipt;23/05/2013;08:00:00;23/05/2013 08:00
R500255000003738414179;Create TO Picking Rack;11/06/2013;13:00:00;11/06/2013 13:00
R500255000003738414179;Good Issue;11/06/2013;15:00:00;11/06/2013 15:00
R5002550000037384141710;Quality Inspection;05/06/2013;09:00:00;05/06/2013 09:00
R5002550000037384141710;Create TO High Rack;07/06/2013;10:00:00;07/06/2013 10:00
R5002550000037384141710;Good Receipt;23/05/2013;08:00:00;23/05/2013 08:00
R5002550000037384141710;Create TO Picking Rack;11/06/2013;13:00:00;11/06/2013 13:00
R5002550000037384141710;Good Issue;27/06/2013;15:00:00;27/06/2013 15:00
R500255000003536414641;Quality Inspection;11/07/2013;09:00:00;11/07/2013 09:00
R500255000003536414642;Quality Inspection;11/07/2013;09:00:00;11/07/2013 09:00
R500255000003536414643;Quality Inspection;11/07/2013;09:00:00;11/07/2013 09:00
R500255000003536414644;Quality Inspection;11/07/2013;09:00:00;11/07/2013 09:00
R500255000003536414641;Create TO High Rack;11/07/2013;10:00:00;11/07/2013 10:00
R500255000003536414642;Create TO High Rack;11/07/2013;10:00:00;11/07/2013 10:00
R500255000003536414643;Create TO High Rack;11/07/2013;10:00:00;11/07/2013 10:00
R500255000003536414644;Create TO High Rack;11/07/2013;10:00:00;11/07/2013 10:00
R500255000003536414641;Good Issue;22/07/2013;15:00:00;22/07/2013 15:00
R500255000003536414642;Good Issue;22/07/2013;15:00:00;22/07/2013 15:00
R500255000003536414643;Good Issue;22/07/2013;15:00:00;22/07/2013 15:00
R500255000003536414644;Good Issue;23/07/2013;15:00:00;23/07/2013 15:00
R500255000003536414641;Good Receipt;09/07/2013;08:00:00;09/07/2013 08:00
R500255000003536414642;Good Receipt;09/07/2013;08:00:00;09/07/2013 08:00
R500255000003536414643;Good Receipt;09/07/2013;08:00:00;09/07/2013 08:00
R500255000003536414644;Good Receipt;09/07/2013;08:00:00;09/07/2013 08:00
R500255000003536415241;Quality Inspection;09/09/2013;09:00:00;09/09/2013 09:00
R500255000003536415241;Create TO Picking Rack;09/09/2013;13:00:00;09/09/2013 13:00
R500255000003536415241;Good Issue;09/09/2013;15:00:00;09/09/2013 15:00
R500255000003536415242;Good Issue;06/11/2013;15:00:00;06/11/2013 15:00
R500255000003536415242;Good Receipt;07/09/2013;08:00:00;07/09/2013 08:00
R500255000003536415241;Good Receipt;07/09/2013;08:00:00;07/09/2013 08:00
R500255000003536415242;Quality Inspection;09/09/2013;09:00:00;09/09/2013 09:00
R500255000003536415242;Create TO Picking Rack;09/09/2013;13:00:00;09/09/2013 13:00
R500255000003940414701;Quality Inspection;17/07/2013;09:00:00;17/07/2013 09:00
R500255000003940414702;Quality Inspection;17/07/2013;09:00:00;17/07/2013 09:00
R500255000003940414703;Quality Inspection;17/07/2013;09:00:00;17/07/2013 09:00
R500255000003940414704;Quality Inspection;17/07/2013;09:00:00;17/07/2013 09:00
R500255000003940414705;Quality Inspection;17/07/2013;09:00:00;17/07/2013 09:00
R500255000003940414701;Create TO High Rack;17/07/2013;10:00:00;17/07/2013 10:00
R500255000003940414702;Create TO High Rack;17/07/2013;10:00:00;17/07/2013 10:00
R500255000003940414703;Create TO High Rack;17/07/2013;10:00:00;17/07/2013 10:00
R500255000003940414704;Create TO High Rack;17/07/2013;10:00:00;17/07/2013 10:00
R500255000003940414705;Create TO High Rack;17/07/2013;10:00:00;17/07/2013 10:00
R500255000003940414701;Create TO Picking Rack;24/07/2013;13:00:00;24/07/2013 13:00
R500255000003940414702;Create TO Picking Rack;26/07/2013;13:00:00;26/07/2013 13:00
R500255000003940414703;Create TO Picking Rack;26/07/2013;13:00:00;26/07/2013 13:00
R500255000003940414704;Create TO Picking Rack;01/08/2013;13:00:00;01/08/2013 13:00
R500255000003940414705;Create TO Picking Rack;03/08/2013;13:00:00;03/08/2013 13:00
R500255000003940414701;Good Issue;03/08/2013;15:00:00;03/08/2013 15:00
R500255000003940414702;Good Issue;03/08/2013;15:00:00;03/08/2013 15:00
R500255000003940414703;Good Issue;21/08/2013;15:00:00;21/08/2013 15:00
R500255000003940414704;Good Issue;07/09/2013;15:00:00;07/09/2013 15:00
R500255000003940414705;Good Issue;09/09/2013;15:00:00;09/09/2013 15:00
R500255000003940414701;Good Receipt;16/07/2013;08:00:00;16/07/2013 08:00
R500255000003940414702;Good Receipt;16/07/2013;08:00:00;16/07/2013 08:00
R500255000003940414703;Good Receipt;16/07/2013;08:00:00;16/07/2013 08:00
R500255000003940414704;Good Receipt;16/07/2013;08:00:00;16/07/2013 08:00
R500255000003940414705;Good Receipt;16/07/2013;08:00:00;16/07/2013 08:00
R500255000003940414651;Quality Inspection;15/07/2013;09:00:00;15/07/2013 09:00
R500255000003940414652;Quality Inspection;15/07/2013;09:00:00;15/07/2013 09:00
R500255000003940414653;Quality Inspection;15/07/2013;09:00:00;15/07/2013 09:00
R500255000003940414654;Quality Inspection;15/07/2013;09:00:00;15/07/2013 09:00
R500255000003940414651;Create TO High Rack;17/07/2013;10:00:00;17/07/2013 10:00
R500255000003940414652;Create TO High Rack;17/07/2013;10:00:00;17/07/2013 10:00
R500255000003940414653;Create TO High Rack;17/07/2013;10:00:00;17/07/2013 10:00
R500255000003940414654;Create TO High Rack;17/07/2013;10:00:00;17/07/2013 10:00
R500255000003940414651;Good Issue;17/07/2013;15:00:00;17/07/2013 15:00
R500255000003940414652;Good Issue;19/07/2013;15:00:00;19/07/2013 15:00
R500255000003940414653;Good Issue;02/08/2013;15:00:00;02/08/2013 15:00
R500255000003940414654;Good Issue;09/09/2013;15:00:00;09/09/2013 15:00
R500255000003940414651;Good Receipt;11/07/2013;08:00:00;11/07/2013 08:00
R500255000003940414652;Good Receipt;11/07/2013;08:00:00;11/07/2013 08:00
R500255000003940414653;Good Receipt;11/07/2013;08:00:00;11/07/2013 08:00
R500255000003940414654;Good Receipt;11/07/2013;08:00:00;11/07/2013 08:00
R500255000003738414701;Quality Inspection;17/07/2013;09:00:00;17/07/2013 09:00
R50025500000373841470;Quality Inspection;17/07/2013;09:00:00;17/07/2013 09:00
R500255000003738414701;Create TO High Rack;17/07/2013;10:00:00;17/07/2013 10:00
R50025500000373841470;Create TO High Rack;17/07/2013;10:00:00;17/07/2013 10:00
R500255000003738414701;Good Issue;22/07/2013;15:00:00;22/07/2013 15:00
R50025500000373841470;Good Issue;29/07/2013;15:00:00;29/07/2013 15:00
R500255000003738414701;Good Receipt;16/07/2013;08:00:00;16/07/2013 08:00
R50025500000373841470;Good Receipt;16/07/2013;08:00:00;16/07/2013 08:00
R500255000003940414021;Quality Inspection;10/05/2013;09:00:00;10/05/2013 09:00
R50025500000394041402;Quality Inspection;10/05/2013;09:00:00;10/05/2013 09:00
R500255000003940414021;Create TO High Rack;10/05/2013;10:00:00;10/05/2013 10:00
