Case ID;Activity;Creation Date;;Time Stamp
R5002560000039404154233;Quality Inspection;26/09/2013;09:00:00;26/09/2013 09:00
R5002560000039404154233;Create TO High Rack;26/09/2013;10:00:00;26/09/2013 10:00
R5002560000039404154233;Block Stock;19/10/2013;11:00:00;19/10/2013 11:00
R5002560000039404154233;Good Receipt;25/09/2013;08:00:00;25/09/2013 08:00
R5002560000039404154241;Quality Inspection;26/09/2013;09:00:00;26/09/2013 09:00
R5002560000039404154241;Create TO High Rack;26/09/2013;10:00:00;26/09/2013 10:00
R5002560000039404154241;Block Stock;31/10/2013;11:00:00;31/10/2013 11:00
R5002560000039404154241;Good Receipt;25/09/2013;08:00:00;25/09/2013 08:00
R5002560000039404154251;Quality Inspection;26/09/2013;09:00:00;26/09/2013 09:00
R5002560000039404154251;Create TO High Rack;26/09/2013;10:00:00;26/09/2013 10:00
R5002560000039404154251;Block Stock;31/10/2013;11:00:00;31/10/2013 11:00
R5002560000039404154251;Good Receipt;25/09/2013;08:00:00;25/09/2013 08:00
R5002560000039404154261;Quality Inspection;26/09/2013;09:00:00;26/09/2013 09:00
R5002560000039404154261;Create TO High Rack;26/09/2013;10:00:00;26/09/2013 10:00
R5002560000039404154261;Block Stock;31/10/2013;11:00:00;31/10/2013 11:00
R5002560000039404154261;Good Receipt;25/09/2013;08:00:00;25/09/2013 08:00
R5002560000039404154271;Quality Inspection;26/09/2013;09:00:00;26/09/2013 09:00
R5002560000039404154271;Create TO High Rack;26/09/2013;10:00:00;26/09/2013 10:00
R5002560000039404154271;Block Stock;31/10/2013;11:00:00;31/10/2013 11:00
R5002560000039404154271;Good Receipt;25/09/2013;08:00:00;25/09/2013 08:00
R500256000003940415421111;Good Receipt;25/09/2013;09:00:00;25/09/2013 09:00
R500256000003940415421111;Quality Inspection;26/09/2013;10:00:00;26/09/2013 10:00
R500256000003940415421111;Block Stock;31/10/2013;10:45:00;31/10/2013 10:45
R5002560000039404154212;Good Receipt;25/09/2013;09:00:00;25/09/2013 09:00
R5002560000039404154212;Quality Inspection;26/09/2013;10:00:00;26/09/2013 10:00
R5002560000039404154212;Block Stock;31/10/2013;10:45:00;31/10/2013 10:45
R5002560000039404154213;Good Receipt;25/09/2013;09:00:00;25/09/2013 09:00
R5002560000039404154213;Quality Inspection;26/09/2013;10:00:00;26/09/2013 10:00
R5002560000039404154213;Block Stock;31/10/2013;10:45:00;31/10/2013 10:45
R5002560000039404154214;Good Receipt;25/09/2013;09:00:00;25/09/2013 09:00
R5002560000039404154214;Quality Inspection;26/09/2013;10:00:00;26/09/2013 10:00
R5002560000039404154214;Block Stock;31/10/2013;10:45:00;31/10/2013 10:45
R500269000003536415782;Quality Inspection;01/11/2013;09:00:00;01/11/2013 09:00
R500269000003536415782;Create TO High Rack;01/11/2013;10:00:00;01/11/2013 10:00
R500269000003536415782;Block Stock;23/12/2013;09:15:00;23/12/2013 09:15
R500269000003536415782;Good Receipt;31/10/2013;08:00:00;31/10/2013 08:00
R500269000003536415783;Quality Inspection;01/11/2013;09:00:00;01/11/2013 09:00
R500269000003536415783;Create TO High Rack;01/11/2013;10:00:00;01/11/2013 10:00
R500269000003536415783;Block Stock;24/12/2013;09:15:00;24/12/2013 09:15
R500269000003536415783;Good Receipt;31/10/2013;08:00:00;31/10/2013 08:00
R500267000003536416031;Quality Inspection;26/11/2013;09:00:00;26/11/2013 09:00
R500267000003536416032;Quality Inspection;26/11/2013;09:00:00;26/11/2013 09:00
R500267000003536416033;Quality Inspection;26/11/2013;09:00:00;26/11/2013 09:00
R500267000003536416031;Create TO High Rack;26/11/2013;10:00:00;26/11/2013 10:00
R500267000003536416032;Create TO High Rack;26/11/2013;10:00:00;26/11/2013 10:00
R500267000003536416033;Create TO High Rack;26/11/2013;10:00:00;26/11/2013 10:00
R500267000003536416031;Create TO Antar High Rack;06/12/2013;11:00:00;06/12/2013 11:00
R500267000003536416032;Create TO Antar High Rack;06/12/2013;11:00:00;06/12/2013 11:00
R500267000003536416033;Create TO Antar High Rack;06/12/2013;11:00:00;06/12/2013 11:00
R500267000003536416031;Block Stock;07/12/2013;09:30:00;07/12/2013 09:30
R500267000003536416032;Block Stock;13/12/2013;09:30:00;13/12/2013 09:30
R500267000003536416033;Block Stock;13/12/2013;09:30:00;13/12/2013 09:30
R500267000003536416031;Good Receipt;25/11/2013;08:00:00;25/11/2013 08:00
R500267000003536416032;Good Receipt;25/11/2013;08:00:00;25/11/2013 08:00
R500267000003536416033;Good Receipt;25/11/2013;08:00:00;25/11/2013 08:00
R500267000003536416141;Block Stock;07/12/2013;09:30:00;07/12/2013 09:30
R500267000003536416142;Block Stock;07/12/2013;09:30:00;07/12/2013 09:30
R500267000003536416143;Block Stock;07/12/2013;09:30:00;07/12/2013 09:30
R500267000003536416144;Block Stock;07/12/2013;09:30:00;07/12/2013 09:30
R500267000003536416145;Block Stock;07/12/2013;09:30:00;07/12/2013 09:30
R500267000003536416146;Block Stock;07/12/2013;09:30:00;07/12/2013 09:30
R500267000003536416147;Block Stock;07/12/2013;09:30:00;07/12/2013 09:30
R500267000003536416148;Block Stock;07/12/2013;09:30:00;07/12/2013 09:30
R500267000003536416141;Good Receipt;06/12/2013;08:00:00;06/12/2013 08:00
R500267000003536416142;Good Receipt;06/12/2013;08:00:00;06/12/2013 08:00
R500267000003536416143;Good Receipt;06/12/2013;08:00:00;06/12/2013 08:00
R500267000003536416144;Good Receipt;06/12/2013;08:00:00;06/12/2013 08:00
R500267000003536416145;Good Receipt;06/12/2013;08:00:00;06/12/2013 08:00
R500267000003536416146;Good Receipt;06/12/2013;08:00:00;06/12/2013 08:00
R500267000003536416147;Good Receipt;06/12/2013;08:00:00;06/12/2013 08:00
R500267000003536416148;Good Receipt;06/12/2013;08:00:00;06/12/2013 08:00
R500267000003536416141;Quality Inspection;07/12/2013;09:00:00;07/12/2013 09:00
R500267000003536416142;Quality Inspection;07/12/2013;09:00:00;07/12/2013 09:00
R500267000003536416143;Quality Inspection;07/12/2013;09:00:00;07/12/2013 09:00
R500267000003536416144;Quality Inspection;07/12/2013;09:00:00;07/12/2013 09:00
R500267000003536416145;Quality Inspection;07/12/2013;09:00:00;07/12/2013 09:00
R500267000003536416146;Quality Inspection;07/12/2013;09:00:00;07/12/2013 09:00
R500267000003536416147;Quality Inspection;07/12/2013;09:00:00;07/12/2013 09:00
R500267000003536416148;Quality Inspection;07/12/2013;09:00:00;07/12/2013 09:00
R500267000003738416031;Quality Inspection;26/11/2013;09:00:00;26/11/2013 09:00
R500267000003738416032;Quality Inspection;26/11/2013;09:00:00;26/11/2013 09:00
R500267000003738416033;Quality Inspection;26/11/2013;09:00:00;26/11/2013 09:00
R500267000003738416031;Create TO High Rack;26/11/2013;10:00:00;26/11/2013 10:00
R500267000003738416032;Create TO High Rack;26/11/2013;10:00:00;26/11/2013 10:00
R500267000003738416033;Create TO High Rack;26/11/2013;10:00:00;26/11/2013 10:00
R500267000003738416031;Create TO Antar High Rack;26/11/2013;11:00:00;26/11/2013 11:00
R500267000003738416032;Create TO Antar High Rack;26/11/2013;11:00:00;26/11/2013 11:00
R500267000003738416033;Create TO Antar High Rack;26/11/2013;11:00:00;26/11/2013 11:00
R500267000003738416031;Block Stock;07/12/2013;09:30:00;07/12/2013 09:30
R500267000003738416032;Block Stock;13/12/2013;09:30:00;13/12/2013 09:30
R500267000003738416033;Block Stock;13/12/2013;09:30:00;13/12/2013 09:30
R500267000003738416031;Good Receipt;25/11/2013;08:00:00;25/11/2013 08:00
R500267000003738416032;Good Receipt;25/11/2013;08:00:00;25/11/2013 08:00
R500267000003738416033;Good Receipt;25/11/2013;08:00:00;25/11/2013 08:00
R50026700000353641615;Quality Inspection;11/12/2013;09:00:00;11/12/2013 09:00
R50026700000353641615;Block Stock;11/12/2013;09:30:00;11/12/2013 09:30
R50026700000353641615;Good Receipt;09/12/2013;08:00:00;09/12/2013 08:00
R50026700000373841615;Quality Inspection;11/12/2013;09:00:00;11/12/2013 09:00
R50026700000373841615;Block Stock;11/12/2013;09:30:00;11/12/2013 09:30
R50026700000373841615;Good Receipt;09/12/2013;08:00:00;09/12/2013 08:00
R500267000003738416141;Block Stock;07/12/2013;09:30:00;07/12/2013 09:30
R500267000003738416142;Block Stock;07/12/2013;09:30:00;07/12/2013 09:30
R500267000003738416143;Block Stock;07/12/2013;09:30:00;07/12/2013 09:30
R500267000003738416144;Block Stock;07/12/2013;09:30:00;07/12/2013 09:30
R500267000003738416145;Block Stock;07/12/2013;09:30:00;07/12/2013 09:30
R500267000003738416146;Block Stock;07/12/2013;09:30:00;07/12/2013 09:30
R500267000003738416147;Block Stock;07/12/2013;09:30:00;07/12/2013 09:30
R500267000003738416148;Block Stock;07/12/2013;09:30:00;07/12/2013 09:30
R500267000003738416149;Block Stock;07/12/2013;09:30:00;07/12/2013 09:30
R5002670000037384161410;Block Stock;07/12/2013;09:30:00;07/12/2013 09:30
R5002670000037384161411;Block Stock;07/12/2013;09:30:00;07/12/2013 09:30
R5002670000037384161412;Block Stock;07/12/2013;09:30:00;07/12/2013 09:30
R500267000003738416141;Good Receipt;06/12/2013;08:00:00;06/12/2013 08:00
R500267000003738416142;Good Receipt;06/12/2013;08:00:00;06/12/2013 08:00
R500267000003738416143;Good Receipt;06/12/2013;08:00:00;06/12/2013 08:00
R500267000003738416144;Good Receipt;06/12/2013;08:00:00;06/12/2013 08:00
R500267000003738416145;Good Receipt;06/12/2013;08:00:00;06/12/2013 08:00
R500267000003738416146;Good Receipt;06/12/2013;08:00:00;06/12/2013 08:00
R500267000003738416147;Good Receipt;06/12/2013;08:00:00;06/12/2013 08:00
R500267000003738416148;Good Receipt;06/12/2013;08:00:00;06/12/2013 08:00
R500267000003738416149;Good Receipt;06/12/2013;08:00:00;06/12/2013 08:00
R5002670000037384161410;Good Receipt;06/12/2013;08:00:00;06/12/2013 08:00
R5002670000037384161411;Good Receipt;06/12/2013;08:00:00;06/12/2013 08:00
R5002670000037384161412;Good Receipt;06/12/2013;08:00:00;06/12/2013 08:00
R500267000003738416141;Quality Inspection;07/12/2013;09:00:00;07/12/2013 09:00
R500267000003738416142;Quality Inspection;07/12/2013;09:00:00;07/12/2013 09:00
R500267000003738416143;Quality Inspection;07/12/2013;09:00:00;07/12/2013 09:00
R500267000003738416144;Quality Inspection;07/12/2013;09:00:00;07/12/2013 09:00
R500267000003738416145;Quality Inspection;07/12/2013;09:00:00;07/12/2013 09:00
R500267000003738416146;Quality Inspection;07/12/2013;09:00:00;07/12/2013 09:00
R500267000003738416147;Quality Inspection;07/12/2013;09:00:00;07/12/2013 09:00
R500267000003738416148;Quality Inspection;07/12/2013;09:00:00;07/12/2013 09:00
R500267000003738416149;Quality Inspection;07/12/2013;09:00:00;07/12/2013 09:00
R5002670000037384161410;Quality Inspection;07/12/2013;09:00:00;07/12/2013 09:00
R5002670000037384161411;Quality Inspection;07/12/2013;09:00:00;07/12/2013 09:00
R5002670000037384161412;Quality Inspection;07/12/2013;09:00:00;07/12/2013 09:00
R500267000003940416141;Block Stock;07/12/2013;09:30:00;07/12/2013 09:30
R500267000003940416142;Block Stock;07/12/2013;09:30:00;07/12/2013 09:30
R500267000003940416143;Block Stock;07/12/2013;09:30:00;07/12/2013 09:30
R500267000003940416144;Block Stock;07/12/2013;09:30:00;07/12/2013 09:30
R500267000003940416145;Block Stock;07/12/2013;09:30:00;07/12/2013 09:30
R500267000003940416146;Block Stock;07/12/2013;09:30:00;07/12/2013 09:30
R500267000003940416147;Block Stock;07/12/2013;09:30:00;07/12/2013 09:30
R500267000003940416148;Block Stock;13/12/2013;09:30:00;13/12/2013 09:30
R500267000003940416149;Block Stock;13/12/2013;09:30:00;13/12/2013 09:30
R500267000003940416141;Good Receipt;06/12/2013;08:00:00;06/12/2013 08:00
R500267000003940416142;Good Receipt;06/12/2013;08:00:00;06/12/2013 08:00
R500267000003940416143;Good Receipt;06/12/2013;08:00:00;06/12/2013 08:00
R500267000003940416144;Good Receipt;06/12/2013;08:00:00;06/12/2013 08:00
R500267000003940416145;Good Receipt;06/12/2013;08:00:00;06/12/2013 08:00
R500267000003940416146;Good Receipt;06/12/2013;08:00:00;06/12/2013 08:00
R500267000003940416147;Good Receipt;06/12/2013;08:00:00;06/12/2013 08:00
R500267000003940416148;Good Receipt;06/12/2013;08:00:00;06/12/2013 08:00
R500267000003940416141;Quality Inspection;07/12/2013;09:00:00;07/12/2013 09:00
R500267000003940416142;Quality Inspection;07/12/2013;09:00:00;07/12/2013 09:00
R500267000003940416143;Quality Inspection;07/12/2013;09:00:00;07/12/2013 09:00
R500267000003940416144;Quality Inspection;07/12/2013;09:00:00;07/12/2013 09:00
R500267000003940416145;Quality Inspection;07/12/2013;09:00:00;07/12/2013 09:00
R500267000003940416146;Quality Inspection;07/12/2013;09:00:00;07/12/2013 09:00
R500267000003940416147;Quality Inspection;07/12/2013;09:00:00;07/12/2013 09:00
R500267000003940416148;Quality Inspection;07/12/2013;09:00:00;07/12/2013 09:00
R500267000003940416149;Quality Inspection;07/12/2013;09:00:00;07/12/2013 09:00
R50026700000414241615;Quality Inspection;11/12/2013;09:00:00;11/12/2013 09:00
R50026700000414241615;Block Stock;11/12/2013;09:30:00;11/12/2013 09:30
R50026700000414241615;Good Receipt;09/12/2013;08:00:00;09/12/2013 08:00
R500267000004142416032;Quality Inspection;26/11/2013;09:00:00;26/11/2013 09:00
R500267000004142416032;Create TO High Rack;26/11/2013;10:00:00;26/11/2013 10:00
R500267000004142416032;Create TO Antar High Rack;03/12/2013;11:00:00;03/12/2013 11:00
R500267000004142416032;Block Stock;07/12/2013;09:30:00;07/12/2013 09:30
R500267000004142416032;Good Receipt;25/11/2013;08:00:00;25/11/2013 08:00
R500267000004142416033;Quality Inspection;26/11/2013;09:00:00;26/11/2013 09:00
R500267000004142416033;Create TO High Rack;26/11/2013;10:00:00;26/11/2013 10:00
R500267000004142416033;Create TO Antar High Rack;06/12/2013;11:00:00;06/12/2013 11:00
R500267000004142416033;Block Stock;09/12/2013;09:30:00;09/12/2013 09:30
R500267000004142416033;Good Receipt;25/11/2013;08:00:00;25/11/2013 08:00
R500267000004142416141;Block Stock;07/12/2013;09:30:00;07/12/2013 09:30
R500267000004142416141;Good Receipt;06/12/2013;08:00:00;06/12/2013 08:00
R500267000004142416141;Quality Inspection;07/12/2013;09:00:00;07/12/2013 09:00
R500267000004142416142;Block Stock;07/12/2013;09:30:00;07/12/2013 09:30
R500267000004142416142;Good Receipt;06/12/2013;08:00:00;06/12/2013 08:00
R500267000004142416142;Quality Inspection;07/12/2013;09:00:00;07/12/2013 09:00
R500267000004142416143;Block Stock;07/12/2013;09:30:00;07/12/2013 09:30
R500267000004142416143;Good Receipt;06/12/2013;08:00:00;06/12/2013 08:00
R500267000004142416143;Quality Inspection;07/12/2013;09:00:00;07/12/2013 09:00
R500267000004142416144;Block Stock;07/12/2013;09:30:00;07/12/2013 09:30
R500267000004142416144;Good Receipt;06/12/2013;08:00:00;06/12/2013 08:00
R500267000004142416144;Quality Inspection;07/12/2013;09:00:00;07/12/2013 09:00
R500267000004142416145;Block Stock;07/12/2013;09:30:00;07/12/2013 09:30
R500267000004142416145;Good Receipt;06/12/2013;08:00:00;06/12/2013 08:00
R500267000004142416145;Quality Inspection;07/12/2013;09:00:00;07/12/2013 09:00
R500267000004142416146;Block Stock;07/12/2013;09:30:00;07/12/2013 09:30
R500267000004142416146;Good Receipt;06/12/2013;08:00:00;06/12/2013 08:00
R500267000004142416146;Quality Inspection;07/12/2013;09:00:00;07/12/2013 09:00
R500267000004142416147;Block Stock;07/12/2013;09:30:00;07/12/2013 09:30
R500267000004142416147;Good Receipt;06/12/2013;08:00:00;06/12/2013 08:00
R500267000004142416147;Quality Inspection;07/12/2013;09:00:00;07/12/2013 09:00
R500267000004142416148;Block Stock;07/12/2013;09:30:00;07/12/2013 09:30
R500267000004142416148;Good Receipt;06/12/2013;08:00:00;06/12/2013 08:00
R500267000004142416148;Quality Inspection;07/12/2013;09:00:00;07/12/2013 09:00
R500267000004142416149;Block Stock;07/12/2013;09:30:00;07/12/2013 09:30
R500267000004142416149;Good Receipt;06/12/2013;08:00:00;06/12/2013 08:00
R500267000004142416149;Quality Inspection;07/12/2013;09:00:00;07/12/2013 09:00
R5002670000041424161410;Block Stock;07/12/2013;09:30:00;07/12/2013 09:30
R5002670000041424161410;Good Receipt;06/12/2013;08:00:00;06/12/2013 08:00
R5002670000041424161410;Quality Inspection;07/12/2013;09:00:00;07/12/2013 09:00
R5002670000041424161411;Block Stock;07/12/2013;09:30:00;07/12/2013 09:30
R5002670000041424161411;Good Receipt;06/12/2013;08:00:00;06/12/2013 08:00
R5002670000041424161411;Quality Inspection;07/12/2013;09:00:00;07/12/2013 09:00
R5002670000041424161412;Block Stock;13/12/2013;09:30:00;13/12/2013 09:30
R5002670000041424161412;Good Receipt;06/12/2013;08:00:00;06/12/2013 08:00
R5002670000041424161412;Quality Inspection;07/12/2013;09:00:00;07/12/2013 09:00
R5002670000041424161413;Block Stock;13/12/2013;09:30:00;13/12/2013 09:30
R5002670000041424161413;Good Receipt;06/12/2013;08:00:00;06/12/2013 08:00
R5002670000041424161413;Quality Inspection;07/12/2013;09:00:00;07/12/2013 09:00
R500267000003940416149;Good Receipt;06/12/2013;08:00:00;06/12/2013 08:00
R500724000003840414453;Good Receipt;20/06/2013;08:00:00;20/06/2013 08:00
R500724000003840414453;Quality Inspection;24/06/2013;09:00:00;24/06/2013 09:00
R500724000003840414453;Create TO High Rack;24/06/2013;10:00:00;24/06/2013 10:00
R500724000003840414453;Good Issue;04/07/2013;15:00:00;04/07/2013 15:00
R500724000003840414454;Good Receipt;20/06/2013;08:00:00;20/06/2013 08:00
R500724000003840414454;Quality Inspection;24/06/2013;09:00:00;24/06/2013 09:00
R500724000003840414454;Create TO High Rack;24/06/2013;10:00:00;24/06/2013 10:00
R500724000003840414454;Create TO Picking Rack;05/07/2013;12:00:00;05/07/2013 12:00
R500724000003840414454;Good Issue;05/07/2013;15:00:00;05/07/2013 15:00
R500724000003840414455;Good Receipt;20/06/2013;08:00:00;20/06/2013 08:00
R500724000003840414455;Quality Inspection;24/06/2013;09:00:00;24/06/2013 09:00
R500724000003840414455;Good Issue;13/07/2013;15:00:00;13/07/2013 15:00
R500724000003840414455;Create TO High Rack;24/06/2013;10:00:00;24/06/2013 10:00
R500724000003840414455;Create TO Picking Rack;04/07/2013;12:00:00;04/07/2013 12:00
R500724000003840414456;Good Receipt;20/06/2013;08:00:00;20/06/2013 08:00
R500724000003840414456;Quality Inspection;24/06/2013;09:00:00;24/06/2013 09:00
R500724000003840414456;Good Issue;17/07/2013;15:00:00;17/07/2013 15:00
R500724000003840414456;Create TO High Rack;24/06/2013;10:00:00;24/06/2013 10:00
R500724000003840414456;Create TO Picking Rack;05/07/2013;12:00:00;05/07/2013 12:00
R500724000003840414457;Good Receipt;20/06/2013;08:00:00;20/06/2013 08:00
R500724000003840414457;Quality Inspection;24/06/2013;09:00:00;24/06/2013 09:00
R500724000003840414457;Good Issue;17/07/2013;15:00:00;17/07/2013 15:00
R500724000003840414457;Create TO High Rack;24/06/2013;10:00:00;24/06/2013 10:00
R500724000003840414457;Create TO Picking Rack;06/07/2013;12:00:00;06/07/2013 12:00
R500724000003840414458;Good Receipt;20/06/2013;08:00:00;20/06/2013 08:00
R500724000003840414458;Quality Inspection;24/06/2013;09:00:00;24/06/2013 09:00
R500724000003840414458;Good Issue;18/07/2013;15:00:00;18/07/2013 15:00
R500724000003840414458;Create TO High Rack;24/06/2013;10:00:00;24/06/2013 10:00
R500724000003840414458;Create TO Picking Rack;08/07/2013;12:00:00;08/07/2013 12:00
R500724000004143414451;Quality Inspection;24/06/2013;09:00:00;24/06/2013 09:00
R500724000004143414451;Create TO High Rack;24/06/2013;10:00:00;24/06/2013 10:00
R500724000004143414451;Create TO Picking Rack;05/07/2013;12:00:00;05/07/2013 12:00
R500724000004143414451;Good Issue;05/07/2013;15:00:00;05/07/2013 15:00
R500724000004143414451;Good Receipt;20/06/2013;08:00:00;20/06/2013 08:00
R500724000004143414511;Quality Inspection;27/06/2013;09:00:00;27/06/2013 09:00
R500724000004143414511;Create TO High Rack;28/06/2013;10:00:00;28/06/2013 10:00
R500724000004143414511;Create TO Antar High Rack;28/06/2013;11:00:00;28/06/2013 11:00
R500724000004143414511;Create TO Picking Rack;28/06/2013;12:00:00;28/06/2013 12:00
R500724000004143414511;Good Issue;03/07/2013;15:00:00;03/07/2013 15:00
R500724000004143414511;Good Receipt;26/06/2013;08:00:00;26/06/2013 08:00
R5007240000041434145110;Quality Inspection;27/06/2013;09:00:00;27/06/2013 09:00
R5007240000041434145110;Create TO High Rack;28/06/2013;10:00:00;28/06/2013 10:00
R5007240000041434145110;Create TO Antar High Rack;28/06/2013;11:00:00;28/06/2013 11:00
R5007240000041434145110;Create TO Picking Rack;28/06/2013;12:00:00;28/06/2013 12:00
R5007240000041434145110;Good Issue;08/07/2013;15:00:00;08/07/2013 15:00
R5007240000041434145110;Good Receipt;26/06/2013;08:00:00;26/06/2013 08:00
R5007240000041434145111;Quality Inspection;27/06/2013;09:00:00;27/06/2013 09:00
R5007240000041434145111;Create TO High Rack;28/06/2013;10:00:00;28/06/2013 10:00
R5007240000041434145111;Create TO Antar High Rack;28/06/2013;11:00:00;28/06/2013 11:00
R5007240000041434145111;Create TO Picking Rack;28/06/2013;12:00:00;28/06/2013 12:00
R5007240000041434145111;Good Issue;09/07/2013;15:00:00;09/07/2013 15:00
R5007240000041434145111;Good Receipt;26/06/2013;08:00:00;26/06/2013 08:00
R5007240000041434145112;Quality Inspection;27/06/2013;09:00:00;27/06/2013 09:00
R5007240000041434145112;Create TO High Rack;28/06/2013;10:00:00;28/06/2013 10:00
R5007240000041434145112;Create TO Antar High Rack;28/06/2013;11:00:00;28/06/2013 11:00
R5007240000041434145112;Create TO Picking Rack;28/06/2013;12:00:00;28/06/2013 12:00
R5007240000041434145112;Good Issue;09/07/2013;15:00:00;09/07/2013 15:00
R5007240000041434145112;Good Receipt;26/06/2013;08:00:00;26/06/2013 08:00
R5007240000041434145113;Quality Inspection;27/06/2013;09:00:00;27/06/2013 09:00
R5007240000041434145113;Create TO High Rack;28/06/2013;10:00:00;28/06/2013 10:00
R5007240000041434145113;Create TO Antar High Rack;28/06/2013;11:00:00;28/06/2013 11:00
R5007240000041434145113;Create TO Picking Rack;28/06/2013;12:00:00;28/06/2013 12:00
R5007240000041434145113;Good Issue;09/07/2013;15:00:00;09/07/2013 15:00
R5007240000041434145113;Good Receipt;26/06/2013;08:00:00;26/06/2013 08:00
R5007240000041434145114;Quality Inspection;27/06/2013;09:00:00;27/06/2013 09:00
R5007240000041434145114;Create TO High Rack;28/06/2013;10:00:00;28/06/2013 10:00
R5007240000041434145114;Create TO Antar High Rack;28/06/2013;11:00:00;28/06/2013 11:00
R5007240000041434145114;Create TO Picking Rack;28/06/2013;12:00:00;28/06/2013 12:00
R5007240000041434145114;Good Issue;10/07/2013;15:00:00;10/07/2013 15:00
R5007240000041434145114;Good Receipt;26/06/2013;08:00:00;26/06/2013 08:00
R5007240000041434145115;Quality Inspection;27/06/2013;09:00:00;27/06/2013 09:00
R5007240000041434145115;Create TO High Rack;28/06/2013;10:00:00;28/06/2013 10:00
R5007240000041434145115;Create TO Antar High Rack;28/06/2013;11:00:00;28/06/2013 11:00
R5007240000041434145115;Create TO Picking Rack;28/06/2013;12:00:00;28/06/2013 12:00
R5007240000041434145115;Good Issue;11/07/2013;15:00:00;11/07/2013 15:00
R5007240000041434145115;Good Receipt;26/06/2013;08:00:00;26/06/2013 08:00
R5007240000041434145116;Quality Inspection;27/06/2013;09:00:00;27/06/2013 09:00
R5007240000041434145116;Create TO High Rack;28/06/2013;10:00:00;28/06/2013 10:00
R5007240000041434145116;Create TO Antar High Rack;28/06/2013;11:00:00;28/06/2013 11:00
R5007240000041434145116;Create TO Picking Rack;28/06/2013;12:00:00;28/06/2013 12:00
R5007240000041434145116;Good Issue;17/07/2013;15:00:00;17/07/2013 15:00
R5007240000041434145116;Good Receipt;26/06/2013;08:00:00;26/06/2013 08:00
R5007240000041434145117;Quality Inspection;27/06/2013;09:00:00;27/06/2013 09:00
R5007240000041434145117;Create TO High Rack;28/06/2013;10:00:00;28/06/2013 10:00
R5007240000041434145117;Create TO Antar High Rack;28/06/2013;11:00:00;28/06/2013 11:00
R5007240000041434145117;Create TO Picking Rack;28/06/2013;12:00:00;28/06/2013 12:00
R5007240000041434145117;Good Issue;17/07/2013;15:00:00;17/07/2013 15:00
R5007240000041434145117;Good Receipt;26/06/2013;08:00:00;26/06/2013 08:00
R5007240000041434145118;Quality Inspection;27/06/2013;09:00:00;27/06/2013 09:00
R5007240000041434145118;Create TO High Rack;28/06/2013;10:00:00;28/06/2013 10:00
R5007240000041434145118;Create TO Antar High Rack;28/06/2013;11:00:00;28/06/2013 11:00
R5007240000041434145118;Create TO Picking Rack;28/06/2013;12:00:00;28/06/2013 12:00
R5007240000041434145118;Good Issue;18/07/2013;15:00:00;18/07/2013 15:00
R5007240000041434145118;Good Receipt;26/06/2013;08:00:00;26/06/2013 08:00
R5007240000041434145119;Quality Inspection;27/06/2013;09:00:00;27/06/2013 09:00
R5007240000041434145119;Create TO High Rack;28/06/2013;10:00:00;28/06/2013 10:00
R5007240000041434145119;Create TO Antar High Rack;28/06/2013;11:00:00;28/06/2013 11:00
R5007240000041434145119;Create TO Picking Rack;28/06/2013;12:00:00;28/06/2013 12:00
R5007240000041434145119;Good Issue;18/07/2013;15:00:00;18/07/2013 15:00
R5007240000041434145119;Good Receipt;26/06/2013;08:00:00;26/06/2013 08:00
R500724000004143414512;Quality Inspection;27/06/2013;09:00:00;27/06/2013 09:00
R500724000004143414512;Create TO High Rack;28/06/2013;10:00:00;28/06/2013 10:00
R500724000004143414512;Create TO Antar High Rack;28/06/2013;11:00:00;28/06/2013 11:00
R500724000004143414512;Create TO Picking Rack;28/06/2013;12:00:00;28/06/2013 12:00
R500724000004143414512;Good Issue;03/07/2013;15:00:00;03/07/2013 15:00
R500724000004143414512;Good Receipt;26/06/2013;08:00:00;26/06/2013 08:00
R5007240000041434145120;Quality Inspection;27/06/2013;09:00:00;27/06/2013 09:00
R5007240000041434145120;Create TO High Rack;28/06/2013;10:00:00;28/06/2013 10:00
R5007240000041434145120;Create TO Antar High Rack;28/06/2013;11:00:00;28/06/2013 11:00
R5007240000041434145120;Create TO Picking Rack;28/06/2013;12:00:00;28/06/2013 12:00
R5007240000041434145120;Good Issue;19/07/2013;15:00:00;19/07/2013 15:00
R5007240000041434145120;Good Receipt;26/06/2013;08:00:00;26/06/2013 08:00
R500724000004143414513;Quality Inspection;27/06/2013;09:00:00;27/06/2013 09:00
R500724000004143414513;Create TO High Rack;28/06/2013;10:00:00;28/06/2013 10:00
R500724000004143414513;Create TO Antar High Rack;28/06/2013;11:00:00;28/06/2013 11:00
R500724000004143414513;Create TO Picking Rack;28/06/2013;12:00:00;28/06/2013 12:00
R500724000004143414513;Good Issue;04/07/2013;15:00:00;04/07/2013 15:00
R500724000004143414513;Good Receipt;26/06/2013;08:00:00;26/06/2013 08:00
R500724000004143414514;Quality Inspection;27/06/2013;09:00:00;27/06/2013 09:00
R500724000004143414514;Create TO High Rack;28/06/2013;10:00:00;28/06/2013 10:00
R500724000004143414514;Create TO Antar High Rack;28/06/2013;11:00:00;28/06/2013 11:00
R500724000004143414514;Create TO Picking Rack;28/06/2013;12:00:00;28/06/2013 12:00
R500724000004143414514;Good Issue;04/07/2013;15:00:00;04/07/2013 15:00
R500724000004143414514;Good Receipt;26/06/2013;08:00:00;26/06/2013 08:00
